userId,age,gender,occupation,zip
82,33,M,writer,56922
83,66,M,administrator,23409
84,43,M,programmer,79327
85,44,M,retired,46639
86,54,M,programmer,73627
87,21,F,artist,93424
88,67,M,administrator,29692
89,41,M,artist,99037
90,36,M,librarian,88840
91,53,F,engineer,64200
92,56,M,executive,67415
93,27,F,student,28074
94,42,M,artist,25549
95,35,M,executive,39963
96,36,M,librarian,62265
97,53,M,writer,26061
98,27,M,librarian,68226
99,50,M,lawyer,38810
100,67,M,programmer,70006
101,22,F,scientist,32800
102,64,M,writer,85476
103,66,F,student,79460
104,52,M,administrator,67767
105,61,M,engineer,38054
106,51,M,executive,85319
107,50,M,engineer,55397
108,38,M,retired,23233
109,34,M,librarian,35068
110,39,M,artist,75727
111,65,M,administrator,80453
112,54,M,retired,35832
113,32,F,librarian,96242
114,52,F,educator,23682
115,45,F,artist,33383
116,24,F,writer,68160
117,49,M,programmer,33666
118,28,M,executive,68817
119,27,F,scientist,44642
120,26,M,lawyer,51830
121,31,M,student,20234
122,30,M,student,67616
123,42,M,scientist,19221
124,19,M,writer,21410
125,52,F,doctor,90055
126,24,M,student,71413
127,38,M,executive,11051
128,35,F,writer,85301
129,20,M,administrator,86918
130,59,M,student,88116
131,71,M,engineer,66563
132,56,F,writer,54757
133,58,F,executive,87475
134,66,M,scientist,61257
135,28,F,engineer,10307
136,56,M,artist,66889
137,41,F,artist,78895
138,63,F,student,45944
139,36,F,engineer,48134
140,21,M,programmer,37323
141,43,F,librarian,81762
142,55,M,artist,97225
143,59,M,programmer,35954
144,49,F,administrator,65021
145,56,M,writer,99959
146,62,F,librarian,89866
147,63,M,retired,80427
148,53,M,executive,14992
149,57,M,lawyer,11961
150,54,M,writer,22497
151,50,M,scientist,42551
152,53,M,librarian,86384
153,20,M,executive,65755
154,26,M,librarian,23255
155,25,M,engineer,14567
156,50,M,administrator,58847
157,23,M,educator,58003
158,58,F,lawyer,30389
159,56,M,student,54523
160,21,F,librarian,71576
161,30,F,executive,53919
162,66,M,executive,92103
163,19,M,engineer,13358
164,22,F,programmer,98535
165,61,M,writer,86524
166,44,M,scientist,15698
167,49,M,educator,76809
168,38,F,doctor,65805
169,25,M,student,41349
170,55,M,retired,86777
171,25,F,doctor,60248
172,67,F,writer,85033
173,20,M,student,54041
174,71,M,executive,41954
175,61,F,retired,18002
176,20,M,librarian,79783
177,39,M,programmer,97234
178,23,M,educator,29738
179,19,F,librarian,20703
180,40,M,scientist,59422
181,61,F,programmer,93106
182,19,F,administrator,71899
183,55,M,engineer,22392
184,34,M,student,54724
185,52,M,librarian,42299
186,51,M,programmer,25641
187,40,M,doctor,89534
188,47,F,engineer,16305
189,69,M,programmer,28782
190,25,F,artist,88257
191,39,M,administrator,87963
192,61,M,writer,30566
193,53,M,librarian,77766
194,22,M,scientist,16511
195,30,M,educator,36177
196,46,M,administrator,14765
197,48,M,engineer,30354
198,64,M,artist,33929
199,33,M,student,38820
200,59,M,doctor,39523
201,47,M,educator,81088
202,33,F,librarian,76163
203,29,M,educator,87525
204,34,F,administrator,23780
205,33,M,engineer,16589
206,29,M,student,44812
207,25,M,executive,55939
208,37,M,scientist,61493
209,20,M,artist,50953
210,33,M,librarian,75785
211,47,M,executive,29309
212,62,M,doctor,64195
213,40,M,student,35901
214,45,F,lawyer,33576
215,68,M,lawyer,41508
216,57,M,student,84711
217,71,M,artist,35464
218,22,M,retired,70281
219,37,M,executive,26260
220,57,M,programmer,45440
221,61,M,educator,66683
222,18,M,librarian,51430
223,47,M,retired,11987
224,38,M,programmer,35105
225,37,M,scientist,88484
226,23,M,engineer,23026
227,39,M,librarian,78309
228,35,F,librarian,55927
229,25,M,lawyer,85414
230,56,M,artist,67535
231,49,M,engineer,52946
232,50,F,educator,66561
233,70,M,writer,20377
234,33,M,programmer,63592
235,29,M,lawyer,17347
236,55,M,librarian,43776
237,69,M,retired,13783
238,51,M,lawyer,65798
239,31,F,programmer,14298
240,53,M,programmer,80204
241,50,M,artist,96207
242,40,F,librarian,65161
243,67,M,engineer,70652
244,62,M,executive,44484
245,19,M,scientist,30922
246,58,M,writer,44028
247,38,M,artist,30316
248,19,F,doctor,86996
249,44,M,scientist,26968
250,26,M,librarian,40266
251,18,M,artist,34000
252,28,F,educator,24011
253,20,F,writer,12866
254,69,F,lawyer,15898
255,40,M,student,28395
256,43,M,doctor,49019
257,21,M,administrator,14006
258,35,M,artist,44393
259,23,M,programmer,20956
260,52,M,executive,60042
261,39,M,student,16078
262,60,M,artist,39631
263,32,M,artist,72901
264,39,M,retired,79497
265,54,M,scientist,51574
266,69,M,retired,41417
267,59,M,student,98020
268,29,F,engineer,93639
269,64,M,lawyer,75006
270,66,M,retired,49454
271,59,M,programmer,11587
272,55,F,doctor,64710
273,35,M,administrator,96567
274,62,M,scientist,85886
275,52,M,writer,28816
276,47,M,administrator,95824
277,41,M,administrator,39432
278,59,M,writer,58617
279,47,F,retired,82373
280,31,M,student,44217
281,23,F,writer,30884
282,20,M,lawyer,15454
283,33,M,lawyer,84960
284,24,F,librarian,53618
285,69,M,educator,93948
286,31,M,engineer,72671
287,26,M,doctor,57111
288,32,M,executive,49613
289,38,M,retired,95678
290,52,M,scientist,69993
291,19,M,engineer,18848
292,44,M,writer,88672
293,19,M,educator,76125
294,52,M,executive,96444
295,35,M,scientist,71602
296,31,M,doctor,82045
297,37,M,doctor,52222
298,35,M,retired,59223
299,27,F,writer,75333
300,42,M,engineer,62732
301,19,M,student,59420
302,42,M,engineer,85504
303,71,M,engineer,12462
304,50,M,doctor,19460
305,53,F,student,19275
306,48,M,student,23269
307,31,F,retired,75942
308,18,F,scientist,82920
309,63,F,executive,32553
310,33,F,artist,34366
311,71,M,administrator,54036
312,63,M,scientist,27369
313,69,M,administrator,21795
314,20,M,doctor,80021
315,52,M,artist,78154
316,58,M,executive,40143
317,23,M,artist,39425
318,42,M,retired,98209
319,30,M,engineer,85139
320,70,M,doctor,15368
321,51,M,student,14621
322,25,F,lawyer,68829
323,38,M,doctor,70294
324,51,M,administrator,24719
325,21,M,executive,39227
326,42,M,artist,17566
327,32,M,executive,22306
328,21,M,scientist,63822
329,62,M,retired,34042
330,29,M,doctor,25086
331,49,M,scientist,27387
332,49,M,writer,37042
333,45,M,doctor,99424
334,30,M,scientist,61618
335,48,M,student,28323
336,31,F,doctor,28019
337,37,M,educator,85426
338,35,M,retired,50863
339,46,M,programmer,20283
340,23,M,retired,28279
341,49,M,artist,56999
342,46,M,lawyer,72780
343,60,F,programmer,32908
344,19,M,artist,71584
345,40,M,artist,60225
346,36,M,student,47952
347,48,M,student,47663
348,68,M,librarian,71381
349,22,M,engineer,57929
350,36,F,administrator,19343
351,51,M,engineer,86173
352,27,M,engineer,49791
353,42,F,lawyer,39134
354,19,M,administrator,57101
355,28,F,writer,79443
356,67,M,programmer,67530
357,48,F,executive,56799
358,32,M,engineer,14827
359,26,F,lawyer,72653
360,40,F,librarian,23699
361,36,M,doctor,15313
362,26,F,doctor,23598
363,52,M,artist,38807
364,38,M,administrator,80423
365,26,M,artist,79390
366,45,M,lawyer,55226
367,63,M,educator,69550
368,68,M,educator,90072
369,24,M,librarian,13558
370,33,F,scientist,85308
371,33,F,executive,60113
372,50,M,student,62999
373,21,M,student,65878
374,21,M,administrator,46343
375,56,M,administrator,68219
376,57,M,engineer,45186
377,34,M,educator,46966
378,54,M,engineer,43769
379,56,F,student,63218
380,69,M,scientist,29229
381,46,M,programmer,85209
382,69,M,programmer,37877
383,53,M,administrator,68001
384,55,M,scientist,48084
385,56,M,artist,91780
386,67,M,student,26806
387,54,M,programmer,98635
388,69,F,scientist,47034
389,52,F,scientist,50317
390,24,M,student,65468
391,44,M,retired,29094
392,45,M,scientist,67796
393,39,M,scientist,20589
394,31,M,doctor,67221
395,24,M,educator,11657
396,54,M,engineer,49531
397,39,M,student,62227
398,22,M,doctor,13164
399,19,F,scientist,93973
400,44,F,retired,51247
401,38,M,engineer,29601
402,71,M,student,60599
403,55,F,administrator,81545
404,32,M,doctor,14552
405,38,F,engineer,19417
406,27,M,student,68579
407,40,F,doctor,78207
408,56,M,retired,82055
409,22,F,student,88270
410,18,F,student,13722
411,30,M,student,80442
412,38,M,librarian,50031
413,43,F,executive,89235
414,67,M,librarian,31438
415,62,F,scientist,68819
416,38,M,administrator,53856
417,70,M,scientist,43576
418,35,M,retired,51938
419,54,M,librarian,59028
420,62,F,engineer,69807
421,49,M,lawyer,59877
422,53,M,executive,53461
423,34,M,artist,50469
424,52,M,lawyer,93136
425,66,F,executive,30435
426,28,F,educator,94117
427,38,M,educator,24191
428,69,F,student,94726
429,70,F,scientist,37386
430,43,M,executive,41721
431,21,F,artist,64786
432,51,M,executive,23704
433,69,M,administrator,66635
434,65,F,lawyer,12123
435,35,M,administrator,72993
436,57,F,artist,90122
437,52,F,executive,35416
438,58,M,doctor,11814
439,46,F,scientist,88537
440,69,M,administrator,60258
441,46,M,administrator,26508
442,55,M,programmer,95166
443,59,F,executive,88916
444,38,M,scientist,45699
445,59,M,administrator,56335
446,30,M,librarian,56806
447,66,M,retired,87853
448,58,M,executive,73768
449,34,M,educator,45739
450,26,M,programmer,44785
451,58,M,administrator,41980
452,18,F,programmer,99335
453,19,M,educator,95016
454,65,M,artist,11609
455,46,F,artist,76253
456,50,M,lawyer,95481
457,27,F,executive,38141
458,67,M,educator,40009
459,57,F,writer,16782
460,38,M,lawyer,35933
461,45,M,writer,87154
462,28,F,executive,18307
463,51,F,student,85874
464,25,F,scientist,48346
465,39,M,programmer,60772
466,25,F,programmer,82084
467,66,F,scientist,50149
468,32,M,scientist,96700
469,34,F,artist,37526
470,40,F,writer,95712
471,41,M,scientist,78477
472,62,M,librarian,15695
473,36,M,engineer,49169
474,22,M,scientist,57947
475,49,M,administrator,57224
476,61,M,administrator,55865
477,18,M,administrator,35553
478,40,M,artist,70410
479,54,M,educator,34816
480,25,F,librarian,65026
481,30,F,doctor,60705
482,25,M,writer,71922
483,40,F,librarian,83914
484,60,M,lawyer,11881
485,18,M,writer,49567
486,62,M,librarian,57365
487,68,M,engineer,89211
488,41,F,librarian,80122
489,52,M,librarian,35006
490,41,M,librarian,51198
491,34,M,programmer,32831
492,22,M,student,26459
493,37,M,executive,42443
494,38,M,lawyer,52316
495,57,M,lawyer,74486
496,48,F,programmer,15877
497,63,F,scientist,49553
498,53,M,educator,14922
499,28,F,executive,14686
500,69,M,writer,42766
501,32,M,educator,89943
502,36,M,executive,42006
503,24,M,engineer,41422
504,68,F,engineer,22205
505,45,M,retired,96590
506,68,M,scientist,33527
507,60,M,doctor,28443
508,22,M,engineer,26524
509,22,F,writer,38202
510,47,M,student,75552
511,71,M,administrator,56142
512,49,M,retired,71692
513,25,M,administrator,92384
514,27,M,lawyer,30855
515,55,M,scientist,93747
516,64,M,librarian,70372
517,49,M,doctor,35095
518,65,F,lawyer,48724
519,45,F,executive,59241
520,34,M,lawyer,62003
521,48,M,artist,78379
522,25,M,scientist,25972
523,57,F,engineer,32927
524,42,M,student,76630
525,26,M,doctor,62347
526,19,M,administrator,98860
527,32,M,retired,96210
528,67,M,engineer,79518
529,20,M,writer,55283
530,66,F,engineer,91326
531,53,M,retired,22205
532,21,M,retired,99874
533,31,M,artist,22748
534,58,M,engineer,31097
535,58,M,lawyer,13092
536,42,M,engineer,63311
537,67,M,scientist,32692
538,27,F,scientist,33862
539,38,M,librarian,89507
540,53,M,artist,90152
541,29,F,educator,80469
542,44,M,educator,14926
543,57,M,librarian,13969
544,19,M,executive,45733
545,71,M,educator,79855
546,30,F,scientist,51743
547,70,M,librarian,49876
548,49,F,programmer,30323
549,48,F,lawyer,26428
550,33,M,engineer,44578
551,49,F,lawyer,96486
552,49,M,librarian,74140
553,51,F,student,93829
554,28,M,engineer,16364
555,27,M,programmer,45349
556,32,M,programmer,10691
557,34,M,lawyer,76467
558,57,M,administrator,55896
559,35,M,engineer,67062
560,26,M,doctor,89762
561,42,M,programmer,23861
562,57,M,student,98302
563,31,M,artist,73928
564,42,F,executive,93231
565,67,F,administrator,51347
566,39,F,artist,13121
567,69,M,administrator,93793
568,47,M,scientist,38164
569,37,M,student,35491
570,38,F,scientist,69222
571,61,M,lawyer,33165
572,49,M,retired,13748
573,68,M,engineer,36553
574,63,F,scientist,70380
575,66,M,librarian,54331
576,38,M,writer,49560
577,52,M,doctor,63865
578,49,M,artist,56686
579,47,M,engineer,85910
580,56,M,doctor,14675
581,66,M,retired,76706
582,29,F,writer,87986
583,58,M,doctor,86216
584,64,F,doctor,20068
585,35,F,artist,64460
586,38,M,educator,56418
587,30,M,writer,36206
588,38,M,engineer,10287
589,25,F,retired,32337
590,63,M,writer,30666
591,57,M,lawyer,11161
592,63,M,student,48751
593,24,M,lawyer,92063
594,40,M,educator,99389
595,61,M,student,24758
596,49,F,retired,75780
597,28,M,artist,13178
598,39,M,artist,41831
599,39,M,scientist,12176
600,60,M,retired,43654
601,42,M,administrator,36627
602,39,F,retired,62550
603,45,M,lawyer,54910
604,46,M,educator,68251
605,30,M,programmer,45422
606,35,M,artist,21984
607,19,M,executive,99312
608,46,M,educator,71386
609,38,F,librarian,93291
610,32,M,educator,17135
611,69,M,educator,10320
612,44,M,scientist,31684
613,67,M,doctor,65913
614,48,M,educator,98774
615,32,M,scientist,31889
616,68,M,artist,58899
617,40,M,programmer,20770
618,41,M,programmer,49321
619,61,M,educator,95962
620,30,M,librarian,51777
621,39,M,student,56250
622,60,F,artist,83034
623,54,M,scientist,50130
624,50,M,artist,91931
625,20,M,librarian,59346
626,71,F,writer,12537
627,36,F,lawyer,94762
628,40,M,librarian,25216
629,46,F,scientist,94149
630,47,M,librarian,13009
631,56,M,scientist,99904
632,61,F,engineer,39327
633,64,F,administrator,24209
634,42,M,scientist,58443
635,54,M,librarian,25029
636,64,M,administrator,77613
637,25,M,scientist,89443
638,59,F,scientist,66997
639,33,M,student,72559
640,25,M,administrator,74892
641,18,M,writer,80409
642,61,M,librarian,18635
643,22,M,librarian,43065
644,20,M,retired,43783
645,18,F,administrator,44152
646,21,F,artist,68741
647,57,M,librarian,61502
648,52,F,lawyer,39092
649,49,F,retired,27653
650,59,F,administrator,50469
651,51,M,artist,96483
652,60,M,artist,69754
653,42,M,educator,39978
654,27,M,programmer,97592
655,38,M,student,53169
656,63,M,writer,58287
657,56,M,doctor,64745
658,44,F,librarian,15543
659,44,M,engineer,66392
660,19,M,administrator,31067
661,58,F,administrator,61033
662,65,F,retired,55256
663,30,F,retired,79345
664,26,F,scientist,32191
665,69,M,engineer,96803
666,53,F,administrator,82742
667,39,M,executive,96593
668,59,M,writer,38992
669,43,M,scientist,91531
670,71,M,scientist,58803
671,29,M,administrator,73477
672,34,M,librarian,23210
673,31,F,programmer,93329
674,31,M,engineer,36270
675,51,M,scientist,72008
676,70,F,librarian,15197
677,37,M,executive,17452
678,28,M,writer,51486
679,33,M,administrator,24859
680,68,M,doctor,37236
681,48,M,educator,41899
682,23,F,librarian,42083
683,36,M,programmer,77708
684,54,M,doctor,26663
685,21,F,lawyer,29053
686,64,M,retired,21085
687,21,M,librarian,40564
688,37,M,retired,99745
689,27,M,administrator,69095
690,41,M,retired,79517
691,71,M,lawyer,31153
692,52,M,programmer,15247
693,43,F,writer,20553
694,54,M,artist,30811
695,55,M,student,16135
696,38,M,engineer,15573
697,71,M,writer,89267
698,57,M,artist,17189
699,56,M,executive,90077
700,38,F,librarian,53646
701,27,M,librarian,86623
702,55,M,scientist,63687
703,63,M,programmer,78312
704,21,M,librarian,37564
705,62,M,doctor,38835
706,37,M,artist,71587
707,34,M,programmer,17697
708,24,M,educator,90165
709,21,F,doctor,83922
710,46,F,librarian,27046
711,31,F,retired,67823
712,20,F,lawyer,83580
713,41,M,retired,63370
714,54,F,doctor,19615
715,33,M,executive,15060
716,69,F,librarian,86436
717,21,F,executive,70519
718,41,M,executive,81117
719,51,F,artist,71158
720,47,M,engineer,44782
721,35,M,artist,95709
722,36,M,administrator,88533
723,48,M,student,68255
724,36,M,doctor,82684
725,66,M,writer,66918
726,63,F,student,94284
727,36,M,educator,89558
728,39,F,lawyer,95549
729,41,F,artist,91422
730,62,F,artist,35256
731,29,F,programmer,40005
732,47,M,student,16638
733,55,F,scientist,47419
734,70,F,programmer,43377
735,48,M,writer,53116
736,53,M,programmer,46634
737,36,M,student,92291
738,65,M,doctor,33382
739,62,M,librarian,66063
740,53,M,librarian,32394
741,47,M,lawyer,77789
742,66,M,educator,10864
743,50,F,artist,50222
744,35,M,writer,23666
745,69,M,artist,30955
746,66,M,administrator,91845
747,45,M,lawyer,79590
748,64,F,educator,76471
749,28,M,engineer,98314
750,71,M,scientist,53298
751,62,M,scientist,73108
752,50,M,programmer,58924
753,34,F,retired,26709
754,23,M,student,19726
755,21,M,artist,70824
756,37,M,programmer,50542
757,65,M,writer,30245
758,64,M,artist,44753
759,44,M,engineer,89788
760,32,M,librarian,31316
761,23,M,educator,94698
762,64,M,lawyer,25960
763,31,F,educator,40791
764,28,F,librarian,35216
765,56,M,artist,42467
766,26,F,writer,74427
767,43,M,educator,72047
768,33,M,scientist,83290
769,22,F,educator,57014
770,69,F,engineer,14078
771,27,F,student,88389
772,67,M,writer,60519
773,20,M,writer,14042
774,30,F,doctor,59052
775,60,M,librarian,24389
776,66,M,doctor,78111
777,47,M,scientist,60733
778,71,M,librarian,44754
779,62,M,educator,28624
780,23,M,librarian,95886
781,34,F,retired,36681
782,62,M,doctor,99524
783,68,M,educator,91006
784,70,M,executive,34704
785,36,M,administrator,17493
786,59,M,administrator,79639
787,52,M,writer,64383
788,63,F,retired,12994
789,43,M,engineer,79280
790,68,F,student,57234
791,22,M,doctor,57291
792,46,M,executive,15594
793,54,M,educator,17371
794,37,M,retired,57315
795,66,F,writer,93564
796,38,M,lawyer,89526
797,27,M,doctor,26626
798,22,F,retired,96005
799,53,F,doctor,17130
800,23,F,lawyer,16828
801,43,M,student,67514
802,21,F,student,62664
803,56,M,engineer,27883
804,56,M,scientist,53059
805,67,M,administrator,94078
806,52,M,librarian,52932
807,18,M,programmer,71269
808,41,M,programmer,85986
809,53,F,doctor,95959
810,23,M,lawyer,12035
811,58,M,engineer,50745
812,71,M,programmer,27241
813,63,F,librarian,62975
814,61,M,writer,33154
815,48,M,programmer,35625
816,37,F,artist,54950
817,41,F,educator,66396
818,42,M,engineer,23331
819,53,M,writer,73927
820,38,F,retired,96226
821,47,M,writer,94719
822,41,M,administrator,73014
823,61,F,retired,49346
824,59,M,executive,80411
825,47,M,educator,64478
826,39,M,educator,22254
827,45,M,educator,65734
828,24,M,lawyer,38621
829,52,F,educator,86441
830,45,M,doctor,56121
831,31,M,educator,91418
832,27,M,librarian,70197
833,33,M,educator,94577
834,33,F,scientist,52431
835,71,M,educator,14837
836,48,M,lawyer,93163
837,59,M,engineer,81232
838,42,M,doctor,58994
839,30,M,lawyer,89079
840,23,M,student,22615
841,61,F,writer,11466
842,26,M,scientist,40771
843,62,M,scientist,93886
844,53,F,writer,75911
845,60,F,retired,30746
846,37,M,engineer,98422
847,35,M,artist,70739
848,60,M,writer,83369
849,38,M,programmer,11893
850,21,F,artist,40573
851,67,M,educator,50874
852,50,M,educator,87362
853,44,F,doctor,97460
854,24,F,artist,43367
855,23,F,programmer,31199
856,32,F,doctor,84328
857,35,M,librarian,67724
858,49,M,lawyer,96133
859,28,M,retired,46405
860,37,M,artist,25989
861,41,M,engineer,38931
862,32,M,educator,19290
863,65,M,educator,48367
864,24,F,administrator,89878
865,38,M,lawyer,89481
866,59,F,lawyer,86298
867,43,M,doctor,40133
868,61,M,student,37052
869,31,M,student,95489
870,54,M,doctor,50475
871,38,M,engineer,92666
872,35,F,executive,67656
873,22,M,doctor,14633
874,20,M,engineer,27304
875,40,M,retired,56546
876,43,M,educator,17008
877,54,F,programmer,58291
878,41,F,executive,37405
879,66,M,artist,46386
880,36,M,scientist,30827
881,68,M,executive,43040
882,42,F,programmer,70354
883,38,M,administrator,88543
884,29,M,lawyer,28157
885,58,F,educator,45315
886,50,M,student,45932
887,67,F,engineer,31164
888,70,M,doctor,24414
889,21,M,doctor,24327
890,59,M,scientist,10946
891,24,F,student,24693
892,39,F,executive,37241
893,50,M,educator,25540
894,34,M,writer,82255
895,41,M,engineer,74757
896,51,F,librarian,51203
897,45,M,retired,35081
898,60,M,programmer,71861
899,58,M,scientist,21350
900,56,F,executive,65512
901,39,F,lawyer,66809
902,66,M,lawyer,52832
903,34,M,artist,38369
904,51,F,administrator,41728
905,23,M,lawyer,27576
906,63,M,doctor,39001
907,23,F,executive,93384
908,51,M,administrator,10390
909,18,M,programmer,97535
910,27,M,doctor,55436
911,38,F,doctor,21569
912,22,M,writer,23029
913,19,F,librarian,32490
914,39,M,executive,55875
915,65,M,educator,15867
916,19,M,scientist,90820
917,27,F,scientist,19121
918,51,M,student,11539
919,33,F,student,27027
920,65,M,retired,84229
921,68,M,artist,18921
922,56,M,administrator,60435
923,39,F,scientist,20310
924,29,M,executive,73965
925,41,M,lawyer,79922
926,64,M,engineer,92839
927,57,F,artist,22242
928,55,M,writer,18947
929,27,F,lawyer,81466
930,52,M,doctor,71816
931,68,M,educator,58785
932,66,M,executive,10507
933,49,F,scientist,76972
934,24,F,librarian,37151
935,38,M,artist,21618
936,37,M,artist,84286
937,43,M,educator,26122
938,21,M,lawyer,17354
939,63,M,retired,40979
940,69,M,administrator,96436
941,39,M,lawyer,89376
942,32,M,administrator,62774
943,57,M,scientist,15037
