movieId,title,genres,primary_genre,year
149,Movie 149 (1995),Musical,Musical,1996
150,Movie 150 (1996),Documentary,Documentary,1996
151,Movie 151 (1997),Adventure,Adventure,1996
152,Movie 152 (1998),Animation,Animation,1996
153,Movie 153 (1990),War,War,1996
154,Movie 154 (1991),Comedy,Comedy,1996
155,Movie 155 (1992),War,War,1996
156,Movie 156 (1993),War,War,1996
157,Movie 157 (1994),War,War,1996
158,Movie 158 (1995),Adventure,Adventure,1996
159,Movie 159 (1996),Adventure,Adventure,1996
160,Movie 160 (1997),Comedy,Comedy,1996
161,Movie 161 (1998),Action,Action,1996
162,Movie 162 (1990),Action,Action,1996
163,Movie 163 (1991),Adventure,Adventure,1996
164,Movie 164 (1992),Musical,Musical,1996
165,Movie 165 (1993),Crime,Crime,1996
166,Movie 166 (1994),Childrens,Childrens,1996
167,Movie 167 (1995),Horror,Horror,1996
168,Movie 168 (1996),War,War,1996
169,Movie 169 (1997),Crime,Crime,1996
170,Movie 170 (1998),Comedy,Comedy,1996
171,Movie 171 (1990),Adventure,Adventure,1996
172,Movie 172 (1991),Crime,Crime,1996
173,Movie 173 (1992),Horror,Horror,1996
174,Movie 174 (1993),Thriller,Thriller,1996
175,Movie 175 (1994),Thriller,Thriller,1996
176,Movie 176 (1995),Action,Action,1996
177,Movie 177 (1996),Fantasy,Fantasy,1996
178,Movie 178 (1997),Crime,Crime,1996
179,Movie 179 (1998),Thriller,Thriller,1996
180,Movie 180 (1990),Animation,Animation,1996
181,Movie 181 (1991),Childrens,Childrens,1996
182,Movie 182 (1992),Animation,Animation,1996
183,Movie 183 (1993),Documentary,Documentary,1996
184,Movie 184 (1994),Fantasy,Fantasy,1996
185,Movie 185 (1995),Action,Action,1996
186,Movie 186 (1996),Drama,Drama,1996
187,Movie 187 (1997),Documentary,Documentary,1996
188,Movie 188 (1998),Western,Western,1996
189,Movie 189 (1990),Drama,Drama,1996
190,Movie 190 (1991),Action,Action,1996
191,Movie 191 (1992),Horror,Horror,1996
192,Movie 192 (1993),Western,Western,1996
193,Movie 193 (1994),Film-Noir,Film-Noir,1996
194,Movie 194 (1995),Animation,Animation,1996
195,Movie 195 (1996),Documentary,Documentary,1996
196,Movie 196 (1997),Thriller,Thriller,1996
197,Movie 197 (1998),Thriller,Thriller,1996
198,Movie 198 (1990),War,War,1996
199,Movie 199 (1991),Adventure,Adventure,1996
200,Movie 200 (1992),Action,Action,1996
201,Movie 201 (1993),Thriller,Thriller,1996
202,Movie 202 (1994),Musical,Musical,1996
203,Movie 203 (1995),Comedy,Comedy,1996
204,Movie 204 (1996),Comedy,Comedy,1996
205,Movie 205 (1997),Fantasy,Fantasy,1996
206,Movie 206 (1998),Fantasy,Fantasy,1996
207,Movie 207 (1990),Animation,Animation,1996
208,Movie 208 (1991),Thriller,Thriller,1996
209,Movie 209 (1992),Thriller,Thriller,1996
210,Movie 210 (1993),Animation,Animation,1996
211,Movie 211 (1994),Action,Action,1996
212,Movie 212 (1995),Horror,Horror,1996
213,Movie 213 (1996),War,War,1996
214,Movie 214 (1997),Drama,Drama,1996
215,Movie 215 (1998),Childrens,Childrens,1996
216,Movie 216 (1990),Crime,Crime,1996
217,Movie 217 (1991),Drama,Drama,1996
218,Movie 218 (1992),Animation,Animation,1996
219,Movie 219 (1993),Thriller,Thriller,1996
220,Movie 220 (1994),Animation,Animation,1996
221,Movie 221 (1995),Western,Western,1996
222,Movie 222 (1996),Romance,Romance,1996
223,Movie 223 (1997),Western,Western,1996
224,Movie 224 (1998),Adventure,Adventure,1996
225,Movie 225 (1990),Animation,Animation,1996
226,Movie 226 (1991),Thriller,Thriller,1996
227,Movie 227 (1992),Fantasy,Fantasy,1996
228,Movie 228 (1993),Childrens,Childrens,1996
229,Movie 229 (1994),Action,Action,1996
230,Movie 230 (1995),Childrens,Childrens,1996
231,Movie 231 (1996),Action,Action,1996
232,Movie 232 (1997),Romance,Romance,1996
233,Movie 233 (1998),Thriller,Thriller,1996
234,Movie 234 (1990),Drama,Drama,1996
235,Movie 235 (1991),Documentary,Documentary,1996
236,Movie 236 (1992),Animation,Animation,1996
237,Movie 237 (1993),War,War,1996
238,Movie 238 (1994),Action,Action,1996
239,Movie 239 (1995),Thriller,Thriller,1996
240,Movie 240 (1996),Musical,Musical,1996
241,Movie 241 (1997),Romance,Romance,1996
242,Movie 242 (1998),Crime,Crime,1996
243,Movie 243 (1990),Crime,Crime,1996
244,Movie 244 (1991),Mystery,Mystery,1996
245,Movie 245 (1992),Drama,Drama,1996
246,Movie 246 (1993),Adventure,Adventure,1996
247,Movie 247 (1994),Action,Action,1996
248,Movie 248 (1995),Sci-Fi,Sci-Fi,1996
249,Movie 249 (1996),Action,Action,1996
250,Movie 250 (1997),Comedy,Comedy,1996
251,Movie 251 (1998),Thriller,Thriller,1996
252,Movie 252 (1990),Childrens,Childrens,1996
253,Movie 253 (1991),Animation,Animation,1996
254,Movie 254 (1992),War,War,1996
255,Movie 255 (1993),War,War,1996
256,Movie 256 (1994),Musical,Musical,1996
257,Movie 257 (1995),Romance,Romance,1996
258,Movie 258 (1996),Crime,Crime,1996
259,Movie 259 (1997),Animation,Animation,1996
260,Movie 260 (1998),Fantasy,Fantasy,1996
261,Movie 261 (1990),Comedy,Comedy,1996
262,Movie 262 (1991),War,War,1996
263,Movie 263 (1992),Romance,Romance,1996
264,Movie 264 (1993),Animation,Animation,1996
265,Movie 265 (1994),Action,Action,1996
266,Movie 266 (1995),Action,Action,1996
267,Movie 267 (1996),Animation,Animation,1996
268,Movie 268 (1997),Western,Western,1996
269,Movie 269 (1998),Film-Noir,Film-Noir,1996
270,Movie 270 (1990),Animation,Animation,1996
271,Movie 271 (1991),Drama,Drama,1996
272,Movie 272 (1992),Romance,Romance,1996
273,Movie 273 (1993),Western,Western,1996
274,Movie 274 (1994),Sci-Fi,Sci-Fi,1996
275,Movie 275 (1995),Adventure,Adventure,1996
276,Movie 276 (1996),Film-Noir,Film-Noir,1996
277,Movie 277 (1997),Adventure,Adventure,1996
278,Movie 278 (1998),War,War,1996
279,Movie 279 (1990),Drama,Drama,1996
280,Movie 280 (1991),Action,Action,1996
281,Movie 281 (1992),Fantasy,Fantasy,1996
282,Movie 282 (1993),Horror,Horror,1996
283,Movie 283 (1994),Thriller,Thriller,1996
284,Movie 284 (1995),Documentary,Documentary,1996
285,Movie 285 (1996),Film-Noir,Film-Noir,1996
286,Movie 286 (1997),Animation,Animation,1996
287,Movie 287 (1998),Western,Western,1996
288,Movie 288 (1990),Mystery,Mystery,1996
289,Movie 289 (1991),Documentary,Documentary,1996
290,Movie 290 (1992),Childrens,Childrens,1996
291,Movie 291 (1993),Mystery,Mystery,1996
292,Movie 292 (1994),Action,Action,1996
293,Movie 293 (1995),Drama,Drama,1996
294,Movie 294 (1996),Romance,Romance,1996
295,Movie 295 (1997),Thriller,Thriller,1996
296,Movie 296 (1998),Romance,Romance,1996
297,Movie 297 (1990),Musical,Musical,1996
298,Movie 298 (1991),Sci-Fi,Sci-Fi,1996
299,Movie 299 (1992),Adventure,Adventure,1996
300,Movie 300 (1993),Adventure,Adventure,1996
301,Movie 301 (1994),War,War,1996
302,Movie 302 (1995),Film-Noir,Film-Noir,1996
303,Movie 303 (1996),Crime,Crime,1996
304,Movie 304 (1997),Sci-Fi,Sci-Fi,1996
305,Movie 305 (1998),Horror,Horror,1996
306,Movie 306 (1990),Comedy,Comedy,1996
307,Movie 307 (1991),Action,Action,1996
308,Movie 308 (1992),Drama,Drama,1996
309,Movie 309 (1993),Musical,Musical,1996
310,Movie 310 (1994),Musical,Musical,1996
311,Movie 311 (1995),Comedy,Comedy,1996
312,Movie 312 (1996),Documentary,Documentary,1996
313,Movie 313 (1997),Childrens,Childrens,1996
314,Movie 314 (1998),Crime,Crime,1996
315,Movie 315 (1990),Mystery,Mystery,1996
316,Movie 316 (1991),Sci-Fi,Sci-Fi,1996
317,Movie 317 (1992),Animation,Animation,1996
318,Movie 318 (1993),Drama,Drama,1996
319,Movie 319 (1994),Thriller,Thriller,1996
320,Movie 320 (1995),Mystery,Mystery,1996
321,Movie 321 (1996),Western,Western,1996
322,Movie 322 (1997),Film-Noir,Film-Noir,1996
323,Movie 323 (1998),War,War,1996
324,Movie 324 (1990),Comedy,Comedy,1996
325,Movie 325 (1991),Fantasy,Fantasy,1996
326,Movie 326 (1992),Musical,Musical,1996
327,Movie 327 (1993),Action,Action,1996
328,Movie 328 (1994),Action,Action,1996
329,Movie 329 (1995),Sci-Fi,Sci-Fi,1996
330,Movie 330 (1996),Adventure,Adventure,1996
331,Movie 331 (1997),Thriller,Thriller,1996
332,Movie 332 (1998),Drama,Drama,1996
333,Movie 333 (1990),Mystery,Mystery,1996
334,Movie 334 (1991),Action,Action,1996
335,Movie 335 (1992),Thriller,Thriller,1996
336,Movie 336 (1993),Documentary,Documentary,1996
337,Movie 337 (1994),Comedy,Comedy,1996
338,Movie 338 (1995),Animation,Animation,1996
339,Movie 339 (1996),Musical,Musical,1996
340,Movie 340 (1997),Thriller,Thriller,1996
341,Movie 341 (1998),Comedy,Comedy,1996
342,Movie 342 (1990),Romance,Romance,1996
343,Movie 343 (1991),Comedy,Comedy,1996
344,Movie 344 (1992),Sci-Fi,Sci-Fi,1996
345,Movie 345 (1993),War,War,1996
346,Movie 346 (1994),Romance,Romance,1996
347,Movie 347 (1995),Comedy,Comedy,1996
348,Movie 348 (1996),Musical,Musical,1996
349,Movie 349 (1997),Thriller,Thriller,1996
350,Movie 350 (1998),Thriller,Thriller,1996
351,Movie 351 (1990),Documentary,Documentary,1996
352,Movie 352 (1991),Childrens,Childrens,1996
353,Movie 353 (1992),Action,Action,1996
354,Movie 354 (1993),Comedy,Comedy,1996
355,Movie 355 (1994),Film-Noir,Film-Noir,1996
356,Movie 356 (1995),Comedy,Comedy,1996
357,Movie 357 (1996),Childrens,Childrens,1996
358,Movie 358 (1997),Adventure,Adventure,1996
359,Movie 359 (1998),Film-Noir,Film-Noir,1996
360,Movie 360 (1990),Action,Action,1996
361,Movie 361 (1991),Comedy,Comedy,1996
362,Movie 362 (1992),Mystery,Mystery,1996
363,Movie 363 (1993),Childrens,Childrens,1996
364,Movie 364 (1994),Thriller,Thriller,1996
365,Movie 365 (1995),Thriller,Thriller,1996
366,Movie 366 (1996),Adventure,Adventure,1996
367,Movie 367 (1997),War,War,1996
368,Movie 368 (1998),Musical,Musical,1996
369,Movie 369 (1990),Western,Western,1996
370,Movie 370 (1991),Animation,Animation,1996
371,Movie 371 (1992),Action,Action,1996
372,Movie 372 (1993),Action,Action,1996
373,Movie 373 (1994),Horror,Horror,1996
374,Movie 374 (1995),Comedy,Comedy,1996
375,Movie 375 (1996),Musical,Musical,1996
376,Movie 376 (1997),Animation,Animation,1996
377,Movie 377 (1998),Action,Action,1996
378,Movie 378 (1990),Action,Action,1996
379,Movie 379 (1991),Drama,Drama,1996
380,Movie 380 (1992),Film-Noir,Film-Noir,1996
381,Movie 381 (1993),Horror,Horror,1996
382,Movie 382 (1994),Musical,Musical,1996
383,Movie 383 (1995),Mystery,Mystery,1996
384,Movie 384 (1996),Musical,Musical,1996
385,Movie 385 (1997),Romance,Romance,1996
386,Movie 386 (1998),Adventure,Adventure,1996
387,Movie 387 (1990),Western,Western,1996
388,Movie 388 (1991),Animation,Animation,1996
389,Movie 389 (1992),War,War,1996
390,Movie 390 (1993),Drama,Drama,1996
391,Movie 391 (1994),Film-Noir,Film-Noir,1996
392,Movie 392 (1995),Adventure,Adventure,1996
393,Movie 393 (1996),Fantasy,Fantasy,1996
394,Movie 394 (1997),Documentary,Documentary,1996
395,Movie 395 (1998),Childrens,Childrens,1996
396,Movie 396 (1990),Western,Western,1996
397,Movie 397 (1991),Mystery,Mystery,1996
398,Movie 398 (1992),Horror,Horror,1996
399,Movie 399 (1993),Childrens,Childrens,1996
400,Movie 400 (1994),Childrens,Childrens,1996
401,Movie 401 (1995),Film-Noir,Film-Noir,1996
402,Movie 402 (1996),Comedy,Comedy,1996
403,Movie 403 (1997),Fantasy,Fantasy,1996
404,Movie 404 (1998),Animation,Animation,1996
405,Movie 405 (1990),War,War,1996
406,Movie 406 (1991),Animation,Animation,1996
407,Movie 407 (1992),Thriller,Thriller,1996
408,Movie 408 (1993),Childrens,Childrens,1996
409,Movie 409 (1994),Western,Western,1996
410,Movie 410 (1995),War,War,1996
411,Movie 411 (1996),Documentary,Documentary,1996
412,Movie 412 (1997),Comedy,Comedy,1996
413,Movie 413 (1998),Musical,Musical,1996
414,Movie 414 (1990),War,War,1996
415,Movie 415 (1991),Mystery,Mystery,1996
416,Movie 416 (1992),Animation,Animation,1996
417,Movie 417 (1993),Fantasy,Fantasy,1996
418,Movie 418 (1994),War,War,1996
419,Movie 419 (1995),War,War,1996
420,Movie 420 (1996),Thriller,Thriller,1996
421,Movie 421 (1997),Mystery,Mystery,1996
422,Movie 422 (1998),War,War,1996
423,Movie 423 (1990),Childrens,Childrens,1996
424,Movie 424 (1991),Musical,Musical,1996
425,Movie 425 (1992),Fantasy,Fantasy,1996
426,Movie 426 (1993),Musical,Musical,1996
427,Movie 427 (1994),Fantasy,Fantasy,1996
428,Movie 428 (1995),Documentary,Documentary,1996
429,Movie 429 (1996),Romance,Romance,1996
430,Movie 430 (1997),Sci-Fi,Sci-Fi,1996
431,Movie 431 (1998),Thriller,Thriller,1996
432,Movie 432 (1990),Comedy,Comedy,1996
433,Movie 433 (1991),Animation,Animation,1996
434,Movie 434 (1992),Musical,Musical,1996
435,Movie 435 (1993),Childrens,Childrens,1996
436,Movie 436 (1994),Thriller,Thriller,1996
437,Movie 437 (1995),Documentary,Documentary,1996
438,Movie 438 (1996),Mystery,Mystery,1996
439,Movie 439 (1997),Film-Noir,Film-Noir,1996
440,Movie 440 (1998),Documentary,Documentary,1996
441,Movie 441 (1990),Romance,Romance,1996
442,Movie 442 (1991),Comedy,Comedy,1996
443,Movie 443 (1992),Animation,Animation,1996
444,Movie 444 (1993),Horror,Horror,1996
445,Movie 445 (1994),Horror,Horror,1996
446,Movie 446 (1995),Western,Western,1996
447,Movie 447 (1996),Sci-Fi,Sci-Fi,1996
448,Movie 448 (1997),Musical,Musical,1996
449,Movie 449 (1998),Fantasy,Fantasy,1996
450,Movie 450 (1990),Film-Noir,Film-Noir,1996
451,Movie 451 (1991),Musical,Musical,1996
452,Movie 452 (1992),War,War,1996
453,Movie 453 (1993),Crime,Crime,1996
454,Movie 454 (1994),Documentary,Documentary,1996
455,Movie 455 (1995),Romance,Romance,1996
456,Movie 456 (1996),Mystery,Mystery,1996
457,Movie 457 (1997),Drama,Drama,1996
458,Movie 458 (1998),Film-Noir,Film-Noir,1996
459,Movie 459 (1990),Fantasy,Fantasy,1996
460,Movie 460 (1991),Western,Western,1996
461,Movie 461 (1992),Adventure,Adventure,1996
462,Movie 462 (1993),Comedy,Comedy,1996
463,Movie 463 (1994),Comedy,Comedy,1996
464,Movie 464 (1995),Crime,Crime,1996
465,Movie 465 (1996),Drama,Drama,1996
466,Movie 466 (1997),Thriller,Thriller,1996
467,Movie 467 (1998),Mystery,Mystery,1996
468,Movie 468 (1990),Action,Action,1996
469,Movie 469 (1991),War,War,1996
470,Movie 470 (1992),Documentary,Documentary,1996
471,Movie 471 (1993),Mystery,Mystery,1996
472,Movie 472 (1994),Childrens,Childrens,1996
473,Movie 473 (1995),Childrens,Childrens,1996
474,Movie 474 (1996),Crime,Crime,1996
475,Movie 475 (1997),Musical,Musical,1996
476,Movie 476 (1998),Documentary,Documentary,1996
477,Movie 477 (1990),Film-Noir,Film-Noir,1996
478,Movie 478 (1991),Documentary,Documentary,1996
479,Movie 479 (1992),Animation,Animation,1996
480,Movie 480 (1993),Mystery,Mystery,1996
481,Movie 481 (1994),Mystery,Mystery,1996
482,Movie 482 (1995),Western,Western,1996
483,Movie 483 (1996),Drama,Drama,1996
484,Movie 484 (1997),Fantasy,Fantasy,1996
485,Movie 485 (1998),Documentary,Documentary,1996
486,Movie 486 (1990),Action,Action,1996
487,Movie 487 (1991),Animation,Animation,1996
488,Movie 488 (1992),Mystery,Mystery,1996
489,Movie 489 (1993),War,War,1996
490,Movie 490 (1994),Action,Action,1996
491,Movie 491 (1995),Crime,Crime,1996
492,Movie 492 (1996),Crime,Crime,1996
493,Movie 493 (1997),Musical,Musical,1996
494,Movie 494 (1998),Mystery,Mystery,1996
495,Movie 495 (1990),Mystery,Mystery,1996
496,Movie 496 (1991),Sci-Fi,Sci-Fi,1996
497,Movie 497 (1992),Thriller,Thriller,1996
498,Movie 498 (1993),Horror,Horror,1996
499,Movie 499 (1994),Comedy,Comedy,1996
500,Movie 500 (1995),Childrens,Childrens,1996
501,Movie 501 (1996),Animation,Animation,1996
502,Movie 502 (1997),Western,Western,1996
503,Movie 503 (1998),Sci-Fi,Sci-Fi,1996
504,Movie 504 (1990),Fantasy,Fantasy,1996
505,Movie 505 (1991),War,War,1996
506,Movie 506 (1992),Romance,Romance,1996
507,Movie 507 (1993),Sci-Fi,Sci-Fi,1996
508,Movie 508 (1994),Action,Action,1996
509,Movie 509 (1995),Animation,Animation,1996
510,Movie 510 (1996),Thriller,Thriller,1996
511,Movie 511 (1997),Horror,Horror,1996
512,Movie 512 (1998),Musical,Musical,1996
513,Movie 513 (1990),Film-Noir,Film-Noir,1996
514,Movie 514 (1991),Thriller,Thriller,1996
515,Movie 515 (1992),Drama,Drama,1996
516,Movie 516 (1993),Crime,Crime,1996
517,Movie 517 (1994),Musical,Musical,1996
518,Movie 518 (1995),Drama,Drama,1996
519,Movie 519 (1996),Childrens,Childrens,1996
520,Movie 520 (1997),Drama,Drama,1996
521,Movie 521 (1998),Western,Western,1996
522,Movie 522 (1990),Comedy,Comedy,1996
523,Movie 523 (1991),Fantasy,Fantasy,1996
524,Movie 524 (1992),Childrens,Childrens,1996
525,Movie 525 (1993),War,War,1996
526,Movie 526 (1994),Fantasy,Fantasy,1996
527,Movie 527 (1995),Action,Action,1996
528,Movie 528 (1996),Mystery,Mystery,1996
529,Movie 529 (1997),Thriller,Thriller,1996
530,Movie 530 (1998),Mystery,Mystery,1996
531,Movie 531 (1990),Romance,Romance,1996
532,Movie 532 (1991),Animation,Animation,1996
533,Movie 533 (1992),Crime,Crime,1996
534,Movie 534 (1993),Western,Western,1996
535,Movie 535 (1994),Comedy,Comedy,1996
536,Movie 536 (1995),Sci-Fi,Sci-Fi,1996
537,Movie 537 (1996),Adventure,Adventure,1996
538,Movie 538 (1997),Film-Noir,Film-Noir,1996
539,Movie 539 (1998),Western,Western,1996
540,Movie 540 (1990),Mystery,Mystery,1996
541,Movie 541 (1991),Comedy,Comedy,1996
542,Movie 542 (1992),Action,Action,1996
543,Movie 543 (1993),Action,Action,1996
544,Movie 544 (1994),Western,Western,1996
545,Movie 545 (1995),Sci-Fi,Sci-Fi,1996
546,Movie 546 (1996),War,War,1996
547,Movie 547 (1997),Horror,Horror,1996
548,Movie 548 (1998),War,War,1996
549,Movie 549 (1990),Mystery,Mystery,1996
550,Movie 550 (1991),Action,Action,1996
551,Movie 551 (1992),Adventure,Adventure,1996
552,Movie 552 (1993),Fantasy,Fantasy,1996
553,Movie 553 (1994),Animation,Animation,1996
554,Movie 554 (1995),Action,Action,1996
555,Movie 555 (1996),Thriller,Thriller,1996
556,Movie 556 (1997),Crime,Crime,1996
557,Movie 557 (1998),War,War,1996
558,Movie 558 (1990),Comedy,Comedy,1996
559,Movie 559 (1991),Comedy,Comedy,1996
560,Movie 560 (1992),Crime,Crime,1996
561,Movie 561 (1993),Animation,Animation,1996
562,Movie 562 (1994),Comedy,Comedy,1996
563,Movie 563 (1995),Comedy,Comedy,1996
564,Movie 564 (1996),Film-Noir,Film-Noir,1996
565,Movie 565 (1997),Film-Noir,Film-Noir,1996
566,Movie 566 (1998),War,War,1996
567,Movie 567 (1990),Romance,Romance,1996
568,Movie 568 (1991),Fantasy,Fantasy,1996
569,Movie 569 (1992),Romance,Romance,1996
570,Movie 570 (1993),Action,Action,1996
571,Movie 571 (1994),Mystery,Mystery,1996
572,Movie 572 (1995),Mystery,Mystery,1996
573,Movie 573 (1996),Childrens,Childrens,1996
574,Movie 574 (1997),Action,Action,1996
575,Movie 575 (1998),War,War,1996
576,Movie 576 (1990),Drama,Drama,1996
577,Movie 577 (1991),Adventure,Adventure,1996
578,Movie 578 (1992),Drama,Drama,1996
