userId,movieId,title,primary_genre,genres,predicted_rating
6,12,"Usual Suspects, The (1995)",Crime,Crime,4.3282
6,30,Schindler's List (1993),Drama,Drama,4.4149
6,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.6073
6,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.2646
6,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.1016
6,28,Pulp Fiction (1994),Crime,Crime,3.9994
6,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,4.2194
6,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,4.6902
6,34,GoodFellas (1990),Crime,Crime|Drama,4.708
7,34,GoodFellas (1990),Crime,Crime|Drama,4.829
7,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,3.8002
7,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.2349
7,26,"Shawshank Redemption, The (1994)",Drama,Drama,4.6851
7,30,Schindler's List (1993),Drama,Drama,4.5197
7,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,4.0131
7,12,"Usual Suspects, The (1995)",Crime,Crime,4.1645
7,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,4.2042
7,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.4814
7,28,Pulp Fiction (1994),Crime,Crime,4.7979
8,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.2713
8,26,"Shawshank Redemption, The (1994)",Drama,Drama,4.5392
8,34,GoodFellas (1990),Crime,Crime|Drama,3.9491
8,12,"Usual Suspects, The (1995)",Crime,Crime,4.4954
8,30,Schindler's List (1993),Drama,Drama,4.5982
8,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,4.3267
8,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,4.9438
8,28,Pulp Fiction (1994),Crime,Crime,4.5299
8,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.064
8,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.3751
9,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,3.9495
9,28,Pulp Fiction (1994),Crime,Crime,4.8292
9,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,4.877
9,34,GoodFellas (1990),Crime,Crime|Drama,4.936
9,30,Schindler's List (1993),Drama,Drama,4.277
9,26,"Shawshank Redemption, The (1994)",Drama,Drama,4.0606
9,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.2484
9,12,"Usual Suspects, The (1995)",Crime,Crime,4.1995
9,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.0114
9,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.5287
10,30,Schindler's List (1993),Drama,Drama,4.6442
10,34,GoodFellas (1990),Crime,Crime|Drama,4.5175
10,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.3879
10,28,Pulp Fiction (1994),Crime,Crime,3.8386
10,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,4.5495
10,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,4.3002
10,26,"Shawshank Redemption, The (1994)",Drama,Drama,4.4723
10,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.3152
10,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.9593
10,12,"Usual Suspects, The (1995)",Crime,Crime,4.5249
11,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.8714
11,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.5847
11,26,"Shawshank Redemption, The (1994)",Drama,Drama,4.6067
11,28,Pulp Fiction (1994),Crime,Crime,3.8064
11,12,"Usual Suspects, The (1995)",Crime,Crime,4.9818
11,30,Schindler's List (1993),Drama,Drama,4.8534
11,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,4.8741
11,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,4.5911
11,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.2137
11,34,GoodFellas (1990),Crime,Crime|Drama,4.8724
12,30,Schindler's List (1993),Drama,Drama,4.1595
12,12,"Usual Suspects, The (1995)",Crime,Crime,4.5478
12,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.3631
12,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,3.9399
12,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.2413
12,34,GoodFellas (1990),Crime,Crime|Drama,3.8305
12,28,Pulp Fiction (1994),Crime,Crime,4.5713
12,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.8713
12,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,4.8618
12,26,"Shawshank Redemption, The (1994)",Drama,Drama,4.6395
13,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,4.7854
13,12,"Usual Suspects, The (1995)",Crime,Crime,4.8977
13,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.4443
13,26,"Shawshank Redemption, The (1994)",Drama,Drama,4.6733
13,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,3.9458
13,30,Schindler's List (1993),Drama,Drama,4.5302
13,34,GoodFellas (1990),Crime,Crime|Drama,4.6433
13,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,4.3433
13,28,Pulp Fiction (1994),Crime,Crime,4.0919
13,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.8528
14,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,3.9041
14,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.2044
14,33,Fargo (1996),Crime,Crime|Drama|Thriller,3.9548
14,26,"Shawshank Redemption, The (1994)",Drama,Drama,4.4278
14,28,Pulp Fiction (1994),Crime,Crime,4.5596
14,34,GoodFellas (1990),Crime,Crime|Drama,4.4939
14,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.1111
14,12,"Usual Suspects, The (1995)",Crime,Crime,4.8906
14,30,Schindler's List (1993),Drama,Drama,3.8254
14,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,4.2176
15,28,Pulp Fiction (1994),Crime,Crime,4.0724
15,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,4.0655
15,12,"Usual Suspects, The (1995)",Crime,Crime,3.9937
15,30,Schindler's List (1993),Drama,Drama,4.2464
15,26,"Shawshank Redemption, The (1994)",Drama,Drama,4.8164
15,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.7935
15,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,4.2594
15,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.5069
15,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.665
15,34,GoodFellas (1990),Crime,Crime|Drama,4.0894
16,34,GoodFellas (1990),Crime,Crime|Drama,4.6436
16,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.0671
16,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,4.1134
16,12,"Usual Suspects, The (1995)",Crime,Crime,4.4143
16,28,Pulp Fiction (1994),Crime,Crime,4.1835
16,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.0011
16,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.1155
16,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,3.8429
16,30,Schindler's List (1993),Drama,Drama,4.6453
16,26,"Shawshank Redemption, The (1994)",Drama,Drama,4.3905
17,28,Pulp Fiction (1994),Crime,Crime,3.8126
17,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.9884
17,34,GoodFellas (1990),Crime,Crime|Drama,4.6196
17,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,4.5722
17,12,"Usual Suspects, The (1995)",Crime,Crime,3.8183
17,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.8335
17,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,3.9746
17,26,"Shawshank Redemption, The (1994)",Drama,Drama,4.8048
17,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,3.8187
17,30,Schindler's List (1993),Drama,Drama,4.5752
18,12,"Usual Suspects, The (1995)",Crime,Crime,4.7929
18,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.6144
18,28,Pulp Fiction (1994),Crime,Crime,3.8782
18,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.1689
18,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,4.1456
18,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,4.898
18,26,"Shawshank Redemption, The (1994)",Drama,Drama,4.8413
18,34,GoodFellas (1990),Crime,Crime|Drama,4.2442
18,30,Schindler's List (1993),Drama,Drama,3.8854
18,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.8729
19,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.373
19,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.3935
19,12,"Usual Suspects, The (1995)",Crime,Crime,4.3879
19,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,4.4465
19,28,Pulp Fiction (1994),Crime,Crime,4.1092
19,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.2395
19,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,4.321
19,26,"Shawshank Redemption, The (1994)",Drama,Drama,3.9573
19,34,GoodFellas (1990),Crime,Crime|Drama,4.3464
19,30,Schindler's List (1993),Drama,Drama,4.7726
20,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,4.3346
20,28,Pulp Fiction (1994),Crime,Crime,4.8484
20,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.3542
20,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,3.8254
20,26,"Shawshank Redemption, The (1994)",Drama,Drama,4.073
20,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.3707
20,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.3093
20,34,GoodFellas (1990),Crime,Crime|Drama,4.8324
20,12,"Usual Suspects, The (1995)",Crime,Crime,4.4506
20,30,Schindler's List (1993),Drama,Drama,4.6276
21,28,Pulp Fiction (1994),Crime,Crime,4.8693
21,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.1997
21,26,"Shawshank Redemption, The (1994)",Drama,Drama,3.977
21,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,3.9159
21,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,3.8161
21,12,"Usual Suspects, The (1995)",Crime,Crime,4.3074
21,30,Schindler's List (1993),Drama,Drama,4.0251
21,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,3.826
21,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.424
21,34,GoodFellas (1990),Crime,Crime|Drama,4.616
22,30,Schindler's List (1993),Drama,Drama,4.0938
22,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.6599
22,34,GoodFellas (1990),Crime,Crime|Drama,4.5175
22,26,"Shawshank Redemption, The (1994)",Drama,Drama,4.0542
22,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.8213
22,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.3129
22,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,4.9544
22,12,"Usual Suspects, The (1995)",Crime,Crime,4.6675
22,28,Pulp Fiction (1994),Crime,Crime,4.5735
22,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,4.674
23,12,"Usual Suspects, The (1995)",Crime,Crime,4.7409
23,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.547
23,34,GoodFellas (1990),Crime,Crime|Drama,4.1781
23,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,4.4503
23,30,Schindler's List (1993),Drama,Drama,3.9095
23,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.6147
23,26,"Shawshank Redemption, The (1994)",Drama,Drama,4.6701
23,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.958
23,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,4.1125
23,28,Pulp Fiction (1994),Crime,Crime,3.8221
24,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.507
24,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.5772
24,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,4.3421
24,34,GoodFellas (1990),Crime,Crime|Drama,4.9624
24,28,Pulp Fiction (1994),Crime,Crime,3.9006
24,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,4.2165
24,12,"Usual Suspects, The (1995)",Crime,Crime,4.3029
24,26,"Shawshank Redemption, The (1994)",Drama,Drama,3.8203
24,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.2379
24,30,Schindler's List (1993),Drama,Drama,4.1285
25,28,Pulp Fiction (1994),Crime,Crime,4.981
25,33,Fargo (1996),Crime,Crime|Drama|Thriller,3.8239
25,34,GoodFellas (1990),Crime,Crime|Drama,4.6388
25,30,Schindler's List (1993),Drama,Drama,4.1035
25,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,3.8486
25,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.2835
25,26,"Shawshank Redemption, The (1994)",Drama,Drama,4.9223
25,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,3.8141
25,12,"Usual Suspects, The (1995)",Crime,Crime,4.5055
25,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,4.4017
26,34,GoodFellas (1990),Crime,Crime|Drama,3.9061
26,30,Schindler's List (1993),Drama,Drama,4.9452
26,12,"Usual Suspects, The (1995)",Crime,Crime,4.9056
26,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,3.8648
26,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,4.2324
26,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.7758
26,28,Pulp Fiction (1994),Crime,Crime,4.5339
26,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,4.7349
26,26,"Shawshank Redemption, The (1994)",Drama,Drama,4.6628
26,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.3961
27,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.2497
27,12,"Usual Suspects, The (1995)",Crime,Crime,4.9106
27,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.7947
27,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,3.9308
27,34,GoodFellas (1990),Crime,Crime|Drama,3.9297
27,28,Pulp Fiction (1994),Crime,Crime,4.3134
27,30,Schindler's List (1993),Drama,Drama,3.9184
27,26,"Shawshank Redemption, The (1994)",Drama,Drama,4.5429
27,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,3.9724
27,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,4.4268
28,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.8148
28,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.8935
28,34,GoodFellas (1990),Crime,Crime|Drama,4.7848
28,26,"Shawshank Redemption, The (1994)",Drama,Drama,3.9535
28,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,4.9975
28,12,"Usual Suspects, The (1995)",Crime,Crime,4.1103
28,28,Pulp Fiction (1994),Crime,Crime,4.669
28,30,Schindler's List (1993),Drama,Drama,4.8896
28,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,4.0828
28,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.8899
29,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,4.3735
29,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.0682
29,12,"Usual Suspects, The (1995)",Crime,Crime,4.6467
29,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.029
29,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.4634
29,28,Pulp Fiction (1994),Crime,Crime,4.1039
29,34,GoodFellas (1990),Crime,Crime|Drama,4.9467
29,26,"Shawshank Redemption, The (1994)",Drama,Drama,3.8344
29,30,Schindler's List (1993),Drama,Drama,4.0397
29,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,4.0908
30,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.496
30,12,"Usual Suspects, The (1995)",Crime,Crime,3.9068
30,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.6328
30,30,Schindler's List (1993),Drama,Drama,3.9997
30,28,Pulp Fiction (1994),Crime,Crime,4.7436
30,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,4.1001
30,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.3005
30,34,GoodFellas (1990),Crime,Crime|Drama,4.2206
30,26,"Shawshank Redemption, The (1994)",Drama,Drama,4.8306
30,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,3.9519
31,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,3.8096
31,12,"Usual Suspects, The (1995)",Crime,Crime,4.3905
31,28,Pulp Fiction (1994),Crime,Crime,4.4376
31,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.0415
31,34,GoodFellas (1990),Crime,Crime|Drama,4.1416
31,26,"Shawshank Redemption, The (1994)",Drama,Drama,4.7182
31,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,4.3644
31,30,Schindler's List (1993),Drama,Drama,4.1808
31,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,4.5472
31,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.5833
32,26,"Shawshank Redemption, The (1994)",Drama,Drama,4.2597
32,30,Schindler's List (1993),Drama,Drama,4.1965
32,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.3377
32,28,Pulp Fiction (1994),Crime,Crime,4.2154
32,12,"Usual Suspects, The (1995)",Crime,Crime,4.2059
32,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,4.7697
32,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,3.9494
32,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.9647
32,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.4659
32,34,GoodFellas (1990),Crime,Crime|Drama,4.0195
33,26,"Shawshank Redemption, The (1994)",Drama,Drama,3.8595
33,34,GoodFellas (1990),Crime,Crime|Drama,4.8261
33,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.5898
33,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.3213
33,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,4.2157
33,28,Pulp Fiction (1994),Crime,Crime,3.8231
33,30,Schindler's List (1993),Drama,Drama,4.7903
33,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,3.9713
33,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,4.1715
33,12,"Usual Suspects, The (1995)",Crime,Crime,4.4829
34,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,4.1996
34,12,"Usual Suspects, The (1995)",Crime,Crime,4.28
34,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.308
34,34,GoodFellas (1990),Crime,Crime|Drama,4.5514
34,30,Schindler's List (1993),Drama,Drama,4.1442
34,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.9631
34,26,"Shawshank Redemption, The (1994)",Drama,Drama,4.5304
34,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,4.2793
34,28,Pulp Fiction (1994),Crime,Crime,4.574
34,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.2745
35,28,Pulp Fiction (1994),Crime,Crime,4.7525
35,26,"Shawshank Redemption, The (1994)",Drama,Drama,4.7422
35,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.0848
35,34,GoodFellas (1990),Crime,Crime|Drama,4.1464
35,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,4.9256
35,12,"Usual Suspects, The (1995)",Crime,Crime,4.7908
35,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.6374
35,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,3.8987
35,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.3019
35,30,Schindler's List (1993),Drama,Drama,4.4712
36,34,GoodFellas (1990),Crime,Crime|Drama,4.1515
36,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.2153
36,26,"Shawshank Redemption, The (1994)",Drama,Drama,4.6961
36,28,Pulp Fiction (1994),Crime,Crime,4.8163
36,30,Schindler's List (1993),Drama,Drama,4.2517
36,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,4.1559
36,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,4.8673
36,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.9992
36,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.6044
36,12,"Usual Suspects, The (1995)",Crime,Crime,4.988
37,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,4.6325
37,26,"Shawshank Redemption, The (1994)",Drama,Drama,4.7115
37,28,Pulp Fiction (1994),Crime,Crime,4.8236
37,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,4.9674
37,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.12
37,30,Schindler's List (1993),Drama,Drama,4.6593
37,12,"Usual Suspects, The (1995)",Crime,Crime,4.2731
37,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.6125
37,34,GoodFellas (1990),Crime,Crime|Drama,4.3712
37,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.9925
38,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.1234
38,34,GoodFellas (1990),Crime,Crime|Drama,3.9738
38,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,4.4978
38,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.0019
38,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,4.3096
38,26,"Shawshank Redemption, The (1994)",Drama,Drama,4.3532
38,28,Pulp Fiction (1994),Crime,Crime,3.8246
38,12,"Usual Suspects, The (1995)",Crime,Crime,3.8202
38,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.4243
38,30,Schindler's List (1993),Drama,Drama,4.6352
39,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.8236
39,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.7671
39,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,3.9587
39,28,Pulp Fiction (1994),Crime,Crime,4.6567
39,30,Schindler's List (1993),Drama,Drama,4.3225
39,12,"Usual Suspects, The (1995)",Crime,Crime,4.1536
39,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,3.86
39,26,"Shawshank Redemption, The (1994)",Drama,Drama,4.3847
39,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,4.2265
39,34,GoodFellas (1990),Crime,Crime|Drama,4.1018
40,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,3.9245
40,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.8031
40,26,"Shawshank Redemption, The (1994)",Drama,Drama,4.7775
40,30,Schindler's List (1993),Drama,Drama,4.4403
40,34,GoodFellas (1990),Crime,Crime|Drama,3.9694
40,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,3.8307
40,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.7561
40,28,Pulp Fiction (1994),Crime,Crime,4.5202
40,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.6531
40,12,"Usual Suspects, The (1995)",Crime,Crime,4.1646
41,34,GoodFellas (1990),Crime,Crime|Drama,4.6869
41,33,Fargo (1996),Crime,Crime|Drama|Thriller,4.1816
41,31,Star Wars (1977),Sci-Fi,Action|Adventure|Sci-Fi,4.7556
41,29,"Silence of the Lambs, The (1991)",Thriller,Thriller,4.3181
41,26,"Shawshank Redemption, The (1994)",Drama,Drama,4.3436
41,12,"Usual Suspects, The (1995)",Crime,Crime,4.4155
41,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.6556
41,28,Pulp Fiction (1994),Crime,Crime,4.1282
41,30,Schindler's List (1993),Drama,Drama,3.9459
41,1,Toy Story (1995),Animation,Animation|Childrens|Comedy,4.4673
42,27,Forrest Gump (1994),Drama,Drama|Comedy|Romance,4.0687
42,12,"Usual Suspects, The (1995)",Crime,Crime,4.9295
42,30,Schindler's List (1993),Drama,Drama,4.5189
